,name,street,city,state,zip,phone,reviews,rating,priceRange,Latitude,Longitude,County,Country,twitter_sentiment
171,Waffle Shop,3864 Mount Vernon Ave,Alexandria,VA,22305,(703) 836-8851,82.0,4.0,10.0,38.840258,-77.06304899999998,Alexandria city,US,[0.0]
172,The Liberty Tavern,3195 Wilson Blvd,Arlington,VA,22201,(703) 465-9360,997.0,4.0,20.0,38.886315,-77.09680300000002,Arlington County,US,[0.0]
173,Parkway Deli & Restaurant,8317 Grubb Rd,Silver Spring,MD,20910,(301) 587-1427,469.0,4.0,20.0,38.992693,-77.049758,Montgomery County,US,[0.0]
174,Annie’s Paramount Steak House,1609 17th St NW,Washington,DC,20009,(202) 232-0395,269.0,3.5,20.0,38.911597,-77.038219,District of Columbia,US,[0.0]
175,The Java Shack,2507 Franklin Rd,Arlington,VA,22201,(703) 527-9556,171.0,4.0,10.0,38.890787,-77.08896899999998,Arlington County,US,[0.0]
176,DC Dives,680  Rhode Island Ave NE,Washington,DC,20002,(202) 696-8335,1.0,5.0,10.0,38.922059,-76.996914,District of Columbia,US,[0.0]
177,AllSpice Cafe & Catering,1401 Wilson Blvd,Arlington,VA,22209,(703) 524-4050,55.0,4.0,10.0,38.895533,-77.073587,Arlington County,US,[0.0]
178,Bruegger’s Bagels,2101 L Street NW,Washington,DC,20037,(202) 223-5220,78.0,3.0,10.0,38.904003,-77.04688,District of Columbia,US,[1.5909090909090908]
179,Busboys and Poets,4251 S Campbell Ave,Arlington,VA,22206,(703) 379-9757,799.0,3.5,20.0,38.841214,-77.089597,Arlington County,US,[0.0]
180,Palette 22,4053 Campbell Ave,Arlington,VA,22206,(703) 746-9007,245.0,4.0,20.0,38.841079,-77.088465,Arlington County,US,[0.0]
181,Shake Shack,50 Massachusetts Ave NE,Washington,DC,20002,(202) 684-2428,190.0,3.5,20.0,38.897538,-77.006179,District of Columbia,US,[0.0]
182,Le Pain Quotidien - Mount Vernon Triangle,433 Massachuetts Ave NW,Washington,DC,20001,(202) 312-5566,51.0,3.0,20.0,38.911936,-77.016719,District of Columbia,US,[0.0]
183,Duck Donuts,2511 N Harrison St,Arlington,VA,22207,(571) 297-2298,125.0,4.5,10.0,38.89768400000001,-77.139545,Arlington County,US,[0.0]
184,Green Leaf Cafe,1235 S Clark St,Arlington,VA,22202,(703) 414-3788,16.0,4.0,10.0,38.86158,-77.050826,Arlington County,US,[0.0]
185,Extra Perks Coffee Shop,822 N Fairfax St,Alexandria,VA,22314,(703) 706-5886,233.0,3.5,10.0,38.795755,-77.044177,Alexandria city,US,[0.0]
186,DNV Rooftop Lounge - Temp. CLOSED,1155 14th St NW,Washington,DC,20005,(202) 379-4366,97.0,3.5,20.0,38.90509,-77.03156800000002,District of Columbia,US,[1.5909090909090908]
187,Pancake House,7701 Annapolis Rd,Hyattsville,MD,20784,(301) 459-1200,59.0,4.0,10.0,38.947812,-76.889847,Prince George's County,US,[0.0]
188,Cafe Aurora,50 S Pickett St,Alexandria,VA,22304,(703) 567-4050,91.0,4.0,20.0,38.811142,-77.121205,Alexandria city,US,[0.0]
189,Earl’s Sandwiches,2605 Wilson Blvd,Arlington,VA,22201,(703) 248-0150,306.0,4.0,10.0,38.890076,-77.089913,Arlington County,US,[0.0]
190,Sweet Leaf,2200 Wilson Blvd,Arlington,VA,22201,(703) 525-5100,95.0,4.0,10.0,38.890838,-77.086146,Arlington County,US,[0.0]
191,Café Georgetown,3800 Reservoir Rd NW,Washington,DC,20007,(202) 444-3381,1.0,3.0,,38.91220300000001,-77.075282,District of Columbia,US,[0.0]
192,Tryst,2459 18th St NW,Washington,DC,20009,(202) 232-5500,1238.0,4.0,20.0,38.921957,-77.042152,District of Columbia,US,[0.0]
193,Wicked Waffle,7101 Democracy Blvd,Bethesda,MD,20817,(301) 469-0006,116.0,4.0,10.0,39.022142,-77.148498,Montgomery County,US,[0.0]
194,Peacock Cafe,3251 Prospect St NW,Washington,DC,20007,(202) 625-2740,327.0,3.5,20.0,38.906193,-77.0638,District of Columbia,US,[0.0]
195,Le Pain Quotidien,50 Massachusetts Ave NE,Washington,DC,20002,(202) 499-6789,72.0,3.0,20.0,38.897538,-77.006179,District of Columbia,US,[0.0]
196,Torrie’s,700 V St NW,Washington,DC,20001,(202) 462-3700,52.0,2.5,10.0,38.917557,-77.022147,District of Columbia,US,[0.0]
197,Twins Jazz,1344 U St NW,Washington,DC,20009,(202) 234-0072,90.0,3.0,20.0,38.916745,-77.031301,District of Columbia,US,[0.0]
198,Bullfrog Bagels,317 7th St SE,Washington,DC,20003,(202) 494-5615,11.0,3.0,10.0,38.885593,-76.99642800000002,District of Columbia,US,[0.0]
199,Silver Diner,3200 Wilson Blvd,Arlington,VA,22201,(703) 812-8600,389.0,3.5,20.0,38.88552,-77.09724399999998,Arlington County,US,[0.0]
200,Granite City Food & Brewery,200 American Way,National Harbor,MD,20745,(240) 493-3900,403.0,3.5,20.0,38.806809,-76.995859,Prince George's County,US,[0.0]
201,Legends Chicken & Grill,6401 ANNAPOLIS RD,Hyattsville,MD,20784,(240) 770-5151,49.0,4.0,10.0,38.938434,-76.907887,Prince George's County,US,[0.0]
202,Copperwood Tavern,4021 Campbell Ave,Arlington,VA,22206,(703) 552-8010,548.0,3.5,20.0,38.841078,-77.087687,Arlington County,US,[0.0]
203,Twist Georgetown,2506 Wisconsin Ave NW,Washington,DC,20007,(410) 522-4000,129.0,2.0,30.0,38.922912,-77.073279,District of Columbia,US,[0.0]
204,Chadwicks,203 Strand St,Alexandria,VA,22314,(703) 836-4442,374.0,3.5,20.0,38.802722,-77.039886,Alexandria city,US,[0.0]
205,The Original Pancake House,7700 Wisconsin Ave,Bethesda,MD,20814,(301) 986-0285,228.0,3.5,20.0,38.986621,-77.095493,Montgomery County,US,[0.0]
206,Founding Farmers Tysons,1800 Tysons Blvd,Tysons,VA,22102,(703) 442-8783,1227.0,3.5,20.0,38.922482,-77.22239499999998,Fairfax County,US,[0.0]
207,SOCCi,2800 S Potomac Ave,Arlington,VA,22202,,90.0,3.5,20.0,38.847777,-77.051194,Arlington County,US,[0.0]
208,AGB,1075 Thomas Jefferson St NW,Washington,DC,20007,(202) 337-0900,3.0,3.5,,38.904789,-77.059921,District of Columbia,US,[0.0]
209,Twisted Vines Bottleshop & Bistro,2803 Columbia Pike,Arlington,VA,22204,(571) 699-0851,260.0,4.0,20.0,38.862795,-77.086653,Arlington County,US,[0.0]
210,Fifteen Squares,999 9th St NW,Washington,DC,20001,(202) 898-9000,15.0,3.0,20.0,38.901828,-77.023688,District of Columbia,US,[0.0]
211,Eggspectation,923 Ellsworth Dr,Silver Spring,MD,20910,(301) 585-1700,555.0,3.0,20.0,38.995735,-77.02691999999998,Montgomery County,US,[0.0]
212,Jack’s Place,222 N Lee St,Alexandria,VA,22314,(703) 684-0372,80.0,3.5,10.0,38.806492,-77.04113199999998,Alexandria city,US,[0.0]
213,Au Bon Pain,1299 Pennsylvania Ave NW,Washington,DC,20004,(202) 783-9601,18.0,3.0,10.0,38.896323,-77.029318,District of Columbia,US,[1.5909090909090908]
214,Cassatt’s Kiwi Cafe & Gallery,4536 Lee Hwy,Arlington,VA,22207,(703) 527-3330,197.0,3.5,20.0,38.907416,-77.122344,Arlington County,US,[0.0]
215,Senart’s Oyster & Chop House,520 8th St SE,Washington,DC,20003,(202) 544-1168,172.0,3.5,20.0,38.881964,-76.99470699999998,District of Columbia,US,[0.0]
216,Jackson 20,480 King St,Alexandria,VA,22314,(703) 842-2790,525.0,3.5,20.0,38.804558,-77.044205,Alexandria city,US,[0.0]
217,The Original Pancake House,7395 Lee Hwy,Falls Church,VA,22042,(703) 698-6292,308.0,3.5,20.0,38.864543,-77.192399,Falls Church city,US,[0.0]
218,Ted’s Bulletin - Merrifield,2911 District Ave,Fairfax,VA,22031,(571) 830-6680,451.0,3.5,20.0,38.871668,-77.229702,Fairfax County,US,[0.0]
219,Eleni’s Greek Taverna,6131 Backlick Rd,Springfield,VA,22150,(703) 912-1400,180.0,4.5,20.0,38.783735,-77.183791,Fairfax County,US,[0.0]
220,Leo’s Eatery,7 N St SW,Washington,DC,20024,(202) 808-9344,3.0,4.5,10.0,38.874789,-77.009279,District of Columbia,US,[0.0]
221,Royal Restaurant,730 N St Asaph St,Alexandria,VA,22314,(703) 548-1616,226.0,3.5,20.0,38.80686,-77.056439,Alexandria city,US,[0.0]
222,Seasons Restaurant,2800 Pennsylvania Ave NW,Washington,DC,20007,(202) 342-0444,66.0,4.0,40.0,38.904691,-77.057244,District of Columbia,US,[0.0]
223,Huascaran,3606 Mount Vernon Ave,Alexandria,VA,22305,(703) 684-0494,35.0,4.0,20.0,38.838136,-77.06222199999998,Alexandria city,US,[0.0]
224,Cafe Natilee,3141 Fairview Park Dr,Falls Church,VA,22042,(703) 641-1500,14.0,4.5,20.0,38.860526,-77.21587,Fairfax County,US,[0.0]
225,Roof Terrace Restaurant,2700 F St NW,Washington,DC,20566,(202) 416-8555,143.0,2.5,30.0,38.895911,-77.055716,District of Columbia,US,[0.0]
226,Bob & Edith’s Diner,6316 Springfield Plz,Springfield,VA,22150,(703) 854-1401,166.0,3.5,10.0,38.781745,-77.18715999999998,Fairfax County,US,[0.0]
227,Harriet’s Family Restaurant,436 11th St NW,Washington,DC,20004,(202) 628-8024,63.0,2.0,20.0,38.895964,-77.027302,District of Columbia,US,[1.5909090909090908]
228,Urban Butcher,8226 Georgia Ave,Silver Spring,MD,20910,(301) 585-5800,441.0,3.5,30.0,38.992447,-77.026639,Montgomery County,US,[0.0]
229,First Watch,9600 Main Street,Fairfax,VA,22031,(703) 978-3421,337.0,4.0,20.0,38.842834,-77.274231,Fairfax city,US,[0.0]
230,Evening Star Cafe,2000 Mount Vernon Ave,Alexandria,VA,22301,(703) 549-5051,428.0,3.5,20.0,38.824016,-77.0584,Alexandria city,US,[0.0]
231,Le Pain Quotidien - Spring Valley,4874 Massachusetts Ave NW,Washington,DC,20016,(202) 459-9141,59.0,3.0,20.0,38.945363,-77.09657299999998,District of Columbia,US,[0.0]
232,Le Pain Quotidien,701 King St,Alexandria,VA,22314,(703) 683-2273,212.0,3.5,20.0,38.805188,-77.047137,Alexandria city,US,[0.0]
233,Sweet Leaf,7935L Tysons Corner Center,McLean,VA,22182,(703) 734-1624,24.0,4.0,20.0,38.90518400000001,-77.23926800000002,Fairfax County,US,[0.0]
234,Cosi,5252 Wisconsin Ave NW,Washington,DC,20015,(202) 537-9300,42.0,3.0,20.0,38.958737,-77.085146,District of Columbia,US,[0.0]
235,Mrs. K’s Restaurant & Barrel Bar,9201 Colesville Rd,Silver Spring,MD,20910,(301) 589-3500,286.0,3.5,30.0,39.00556,-77.022131,Montgomery County,US,[0.0]
236,Grillfish DC,1200 New Hampshire Ave NW,Washington,DC,20036,(202) 331-7310,409.0,3.5,20.0,38.905806,-77.04764899999998,District of Columbia,US,[1.5909090909090908]
237,Ireland’s Four Courts,2051 Wilson Blvd,Arlington,VA,22201,(703) 525-3600,308.0,3.5,20.0,38.891827,-77.084113,Arlington County,US,[0.0]
238,Crossroads Grill,5842 Columbia Pike,Falls Church,VA,22041,(703) 931-5426,13.0,4.0,10.0,38.848919,-77.133699,Fairfax County,US,[0.0]
239,Italian Gourmet Deli,1707 L St NW,Washington,DC,20036,(202) 736-9700,32.0,3.0,10.0,38.904044,-77.039224,District of Columbia,US,[1.5909090909090908]
240,Pret a Manger,1800 M Street NW,Washington,DC,20036,,6.0,4.0,20.0,38.90533,-77.042237,District of Columbia,US,[1.5909090909090908]
241,Young’s Carryout,8900 Edgeworth Dr,Capitol Heights,MD,20743,(301) 350-5181,27.0,4.5,10.0,38.881893,-76.85186999999998,Prince George's County,US,[0.0]
242,Silver Diner,6040 Greenbelt Rd,Greenbelt,MD,20770,(301) 220-0028,197.0,3.5,20.0,38.997793,-76.910026,Prince George's County,US,[0.0]
243,DC Harvest,517 H St NE,Washington,DC,20002,(202) 629-3296,239.0,3.5,20.0,38.900053,-76.999371,District of Columbia,US,[0.0]
244,The Diner,2453 18th St NW,Washington,DC,20009,(202) 232-8800,777.0,3.5,20.0,38.92184,-77.042098,District of Columbia,US,[0.0]
245,CIRCA at Clarendon,3010 Clarendon Blvd,Arlington,VA,22201,(703) 522-3010,328.0,3.5,20.0,38.887,-77.094288,Arlington County,US,[0.0]
246,Brown Bag,1147 20th St NW,Washington,DC,20036,(202) 683-4177,19.0,2.5,10.0,38.905156,-77.044549,District of Columbia,US,[1.5909090909090908]
247,The Kosher Pastry Oven Restaurant,1372 Lamberton Dr,Silver Spring,MD,20902,(301) 592-8844,50.0,4.5,20.0,39.04103900000001,-77.028708,Montgomery County,US,[0.0]
248,Simply Fresh,6811 Elm St,McLean,VA,22101,(703) 821-1869,19.0,3.5,10.0,38.934507,-77.178139,Fairfax County,US,[0.0]
249,Anthem,901 Massachusetts Ave NW,Washington,DC,20001,(202) 824-9386,6.0,2.5,30.0,38.903273,-77.02420500000002,District of Columbia,US,[0.0]
250,Le Pain Quotidien - Bethesda,7140 Bethesda Ln,Bethesda,MD,20814,(301) 913-2902,173.0,3.0,20.0,38.981367,-77.098034,Montgomery County,US,[0.0]
251,Blue Duck Tavern,1201 24th St NW,Washington,DC,20037,(202) 419-6755,1598.0,4.0,30.0,38.905728,-77.051124,District of Columbia,US,[0.0]
252,MoCo’s Founding Farmers,12505 Park Potomac Ave,Potomac,MD,20854,(301) 340-8783,1451.0,3.5,20.0,39.060212,-77.15765,Montgomery County,US,[0.0]
253,Uptown Cafe,3865 Wilson Blvd,Arlington,VA,22203,(703) 525-3091,13.0,4.0,10.0,38.880482,-77.106029,Arlington County,US,[0.0]
254,Paddy Barry’s Irish Pub and Restaurant,8150 Leesburg Pike,Tysons Corner,VA,22182,(703) 883-2000,115.0,4.0,20.0,38.916404,-77.226747,Fairfax County,US,[0.0]
255,Uptown Grill,7501 Greenway Center Dr,Greenbelt,MD,20770,(301) 345-3300,10.0,4.5,10.0,38.990791,-76.881111,Prince George's County,US,[0.0]
256,Market to Market,1615 L St NW,Washington,DC,20036,(202) 822-5183,12.0,3.5,10.0,38.904269,-77.037451,District of Columbia,US,[1.5909090909090908]
257,Crêpe Amour,407 Maple Ave E,Vienna,VA,22180,(703) 537-0083,201.0,4.0,10.0,38.896167,-77.27260799999998,Fairfax County,US,[0.0]
258,Pacifico Cantina,514 8th St SE,Washington,DC,20003,(202) 507-8143,356.0,2.5,20.0,38.882204,-76.99460400000002,District of Columbia,US,[0.0]
259,Slipstream,1333 14th St NW,Washington,DC,20005,(202) 450-2216,301.0,4.0,20.0,38.908358,-77.03149499999998,District of Columbia,US,[1.5909090909090908]
260,Seasons 52,7863L Tysons Corner,McLean,VA,22102,(703) 288-3852,655.0,4.0,20.0,38.92691,-77.226261,Fairfax County,US,[0.0]
261,Le Diplomate,1601 14th Street NW,Washington,DC,20009,(202) 332-3333,1780.0,4.0,30.0,38.911371,-77.03160600000002,District of Columbia,US,[0.0]
262,CIty Bites,1800 G St NW,Washington,DC,20006,(202) 289-1820,8.0,2.0,10.0,38.898019,-77.04259,District of Columbia,US,[1.5909090909090908]
263,Cafe Deluxe,4910 Elm St,Bethesda,MD,20814,(301) 656-3131,223.0,3.0,20.0,38.981956,-77.09706,Montgomery County,US,[0.0]
264,Le Pain Quotidien - Capitol Hill,660 Pennsylvania Ave SE,Washington,DC,20003,(202) 459-9147,236.0,3.0,20.0,38.885165,-76.996562,District of Columbia,US,[0.0]
265,E’s Breakfast Nook,705 4th St NW,Washington,DC,20001,(202) 545-1212,,,,38.898594,-77.015878,District of Columbia,US,[0.0]
266,Warehouse Bar & Grill,214 King St,Alexandria,VA,22314,(703) 683-6868,357.0,3.5,20.0,38.804345,-77.04212700000002,Alexandria city,US,[0.0]
267,Silver Diner,8101 Fletcher Ave,McLean,VA,22102,(703) 821-5666,222.0,3.5,20.0,38.916843,-77.226097,Fairfax County,US,[0.0]
268,Walker’s Grille,6909 Metro Park Dr,Alexandria,VA,22310,(703) 922-6200,193.0,3.5,20.0,38.768393,-77.155829,Fairfax County,US,[0.0]
269,Denny’s,4445 Benning Rd NE,Washington,DC,20019,(202) 399-7526,40.0,3.5,10.0,38.890444,-76.938334,District of Columbia,US,[0.0]
270,Terrace Deli,7500 Old Georgetown Rd,Bethesda,MD,20814,(301) 656-7500,14.0,3.5,10.0,38.984993,-77.095138,Montgomery County,US,[0.0]
271,Corner Bakery Cafe,1801 Pennsylvania Ave NW,Washington,DC,20005,(202) 887-0420,30.0,2.5,20.0,38.90041400000001,-77.042029,District of Columbia,US,[1.5909090909090908]
272,Keren Restaurant,1780 Florida Ave NW,Washington,DC,20009,(202) 265-5764,632.0,4.5,20.0,38.916743,-77.04128100000001,District of Columbia,US,[0.0]
273,Metro 29 Diner Restaurant,4711 Lee Hwy,Arlington,VA,22207,(703) 528-2464,451.0,3.0,20.0,38.907416,-77.122344,Arlington County,US,[0.0]
274,The Heights,3115 14th St NW,Washington,DC,20010,(202) 839-3006,590.0,3.5,20.0,38.929738,-77.032478,District of Columbia,US,[0.0]
275,Seasons 52,7863L Tysons Corner,McLean,VA,22102,(703) 288-3852,655.0,4.0,20.0,38.92691,-77.226261,Fairfax County,US,[0.0]
276,Yves Bistro,235 Swamp Fox Rd,Alexandria,VA,22314,(703) 329-1010,202.0,3.5,20.0,38.802097,-77.071635,Alexandria city,US,[0.0]
277,Uptown Grill,7501 Greenway Center Dr,Greenbelt,MD,20770,(301) 345-3300,10.0,4.5,10.0,38.990791,-76.881111,Prince George's County,US,[0.0]
278,Sofia’s Pupuseria,3610 Columbia Pike,Arlington,VA,22204,(703) 746-0355,12.0,4.0,20.0,38.860334,-77.094206,Arlington County,US,[0.0]
279,Bistro Provence,4933 Fairmont Ave,Bethesda,MD,20814,(301) 656-7373,117.0,3.5,30.0,38.98773900000001,-77.097645,Montgomery County,US,[0.0]
280,Yves Bistro,235 Swamp Fox Rd,Alexandria,VA,22314,(703) 329-1010,202.0,3.5,20.0,38.802097,-77.071635,Alexandria city,US,[0.0]
281,Florida Avenue Grill,1100 Florida Ave NW,Washington,DC,20009,(202) 265-1586,305.0,3.5,20.0,38.920624,-77.027381,District of Columbia,US,[0.0]
282,Orion Gourmet Take Away,8837 Greenbelt Rd,Greenbelt,MD,20770,(301) 552-4600,51.0,4.5,10.0,38.990893,-76.854618,Prince George's County,US,[0.0]
283,Bistro Provence,4933 Fairmont Ave,Bethesda,MD,20814,(301) 656-7373,117.0,3.5,30.0,38.98773900000001,-77.097645,Montgomery County,US,[0.0]
284,Metro 29 Diner Restaurant,4711 Lee Hwy,Arlington,VA,22207,(703) 528-2464,451.0,3.0,20.0,38.907416,-77.122344,Arlington County,US,[0.0]
285,Tastee Diner,8601 Cameron St,Silver Spring,MD,20910,(301) 589-8171,240.0,3.0,10.0,38.997455,-77.029687,Montgomery County,US,[0.0]
286,CremCafe,199 E Montgomery Ave,Rockville,MD,20850,(301) 309-0956,223.0,4.0,10.0,39.083948,-77.150356,Montgomery County,US,[0.0]
287,The Bagelry,36 Vital Way,Silver Spring,MD,20904,(301) 384-2322,85.0,4.0,10.0,39.074534,-77.003106,Montgomery County,US,[0.0]
288,The Heights,3115 14th St NW,Washington,DC,20010,(202) 839-3006,590.0,3.5,20.0,38.929738,-77.032478,District of Columbia,US,[0.0]
289,Keren Restaurant,1780 Florida Ave NW,Washington,DC,20009,(202) 265-5764,632.0,4.5,20.0,38.916743,-77.04128100000001,District of Columbia,US,[0.0]
290,Bentley’s Restaurant,6654 Arlington Blvd,Falls Church,VA,22042,(703) 532-4100,91.0,3.0,20.0,38.870363,-77.173487,Fairfax County,US,[0.0]
291,Corner Bakery Cafe,1801 Pennsylvania Ave NW,Washington,DC,20005,(202) 887-0420,30.0,2.5,20.0,38.90041400000001,-77.042029,District of Columbia,US,[1.5909090909090908]
292,Le Pain Quotidien - Mosaic District,8296 Glass Aly,Fairfax,VA,22031,(703) 462-9322,146.0,3.0,20.0,38.859531,-77.258547,Fairfax city,US,[0.0]
293,Sofia’s Pupuseria,3610 Columbia Pike,Arlington,VA,22204,(703) 746-0355,12.0,4.0,20.0,38.860334,-77.094206,Arlington County,US,[0.0]
294,Right Angle Deli,8401 Arlington Blvd,Fairfax,VA,22031,(703) 645-0288,32.0,4.0,10.0,38.864837,-77.234779,Fairfax County,US,[0.0]
295,The Original Pancake House,12224 Rockville Pike,Rockville,MD,20852,(301) 468-0886,259.0,3.5,20.0,39.05569600000001,-77.11975699999998,Montgomery County,US,[0.0]
296,Sweetleaf,1359 Chain Bridge Rd,McLean,VA,22101,(703) 893-2323,122.0,3.5,10.0,38.937113,-77.175304,Fairfax County,US,[0.0]
297,Woodward Takeout Food,1426 H St NW,Washington,DC,20005,(202) 347-5355,84.0,4.0,20.0,38.900051,-77.032302,District of Columbia,US,[1.5909090909090908]
298,IHOP,3100 14th St NW,Washington,DC,20010,(202) 939-0500,153.0,2.5,20.0,38.9293,-77.032984,District of Columbia,US,[0.0]
299,La Madeleine Country French Cafe,8435 Georgia Ave,Silver Spring,MD,20910,(301) 830-5354,72.0,3.0,20.0,38.994083,-77.026413,Montgomery County,US,[0.0]
300,Pacci’s Trattoria & Pasticceria,6 Post Office Rd,Silver Spring,MD,20910,(301) 588-0867,138.0,3.5,20.0,39.015222,-77.055592,Montgomery County,US,[0.0]
301,CIRCA at Foggy Bottom,2221 I St NW,Washington,DC,20037,(202) 506-5589,400.0,3.5,20.0,38.900975,-77.04961999999998,District of Columbia,US,[1.5909090909090908]
302,Champion Grill,10484 Baltimore Ave,Beltsville,MD,20705,(301) 937-5577,12.0,4.0,10.0,39.027432,-76.918555,Prince George's County,US,[0.0]
303,First Watch,100 Gibbs St,Rockville,MD,20850,(301) 762-0621,242.0,3.5,20.0,39.08519,-77.15193599999998,Montgomery County,US,[0.0]
304,Modern Market,4930 Elm St,Bethesda,MD,20814,(240) 800-4733,53.0,4.5,20.0,38.981983,-77.096758,Montgomery County,US,[0.0]
305,Peter’s Grill,519 E Gude Dr,Rockville,MD,20850,(301) 424-1111,102.0,4.5,10.0,39.106309,-77.15190799999998,Montgomery County,US,[0.0]
306,Cosi,700 11th St NW,Washington,DC,20001,(202) 824-0730,101.0,2.5,10.0,38.898741,-77.02731999999997,District of Columbia,US,[1.5909090909090908]
307,Gazebo Cafe,422 Main St,Gaithersburg,MD,20878,(240) 912-5353,201.0,4.5,20.0,39.121126,-77.236131,Montgomery County,US,[0.0]
308,Patty’s Place,9224 Warren St,Silver Spring,MD,20910,(301) 608-0060,17.0,4.0,10.0,39.00681,-77.04976500000002,Montgomery County,US,[0.0]
309,Dulce Crepes,11217F Lee Hwy,Fairfax,VA,22030,(703) 273-6561,50.0,4.0,10.0,38.851103,-77.33674,Fairfax County,US,[0.0]
310,The Hilltop Bar & Restaurant,2737 Sherman Ave NW,Washington,DC,20001,(202) 642-1584,4.0,4.5,20.0,38.925746,-77.02555600000002,District of Columbia,US,[0.0]
311,First Watch,14700 Baltimore Ave,Laurel,MD,20707,(301) 498-3447,129.0,3.5,20.0,39.094047,-76.856945,Prince George's County,US,[0.0]
312,Le Pain Quotidien,2900 Clarendon Blvd,Arlington,VA,22201,(703) 465-0970,187.0,3.0,20.0,38.887474,-77.093462,Arlington County,US,[0.0]
313,Denny’s,1250 Bladensburg Rd NE,Washington,DC,20002,(202) 758-3637,51.0,3.0,20.0,38.906782,-76.979484,District of Columbia,US,[0.0]
314,Farmers & Distillers,600 Massachusetts Ave NW,Washington,DC,20001,(202) 464-3001,,,,38.901399,-77.02052900000002,District of Columbia,US,[0.0]
315,Scarlet Oak,909 New Jersey Ave SE,Washington,DC,20003,(202) 780-0140,136.0,4.0,20.0,38.878861,-77.005493,District of Columbia,US,[0.0]
316,FireFlies Restaurant,1501 Mt Vernon Ave,Alexandria,VA,22301,(703) 548-7200,304.0,3.0,20.0,38.64974,-77.136679,Fairfax County,US,[0.0]
317,First Watch,15471 Excelsior Dr,Bowie,MD,20716,(301) 352-3447,218.0,3.5,20.0,38.926311,-76.709789,Prince George's County,US,[0.0]
318,Cocorea Deli,7608 Fullerton Rd,Springfield,VA,22153,(703) 455-4141,24.0,4.5,10.0,38.742917,-77.203497,Fairfax County,US,[0.0]
319,Cafe Dupont,1500 New Hampshire Ave NW,Washington,DC,20036,(202) 483-6000,147.0,3.5,20.0,38.91047,-77.043093,District of Columbia,US,[0.0]
320,Normandie Farm,10710 Falls Rd,Potomac,MD,20854,(301) 983-8838,118.0,3.0,30.0,39.030613,-77.202958,Montgomery County,US,[0.0]
321,The Hamilton,600 14th St NW,Washington,DC,20005,(202) 787-1000,1348.0,3.5,20.0,38.897687,-77.032274,District of Columbia,US,[1.5909090909090908]
322,IHOP,1523 Alabama Ave SE,Washington,DC,20032,(202) 563-5890,34.0,2.5,10.0,38.845982,-76.982736,District of Columbia,US,[0.0]
323,Aroma Espresso Bar,7101 Democracy Blvd,Bethesda,MD,20817,(301) 312-6216,92.0,4.0,10.0,39.022142,-77.148498,Montgomery County,US,[0.0]
324,The Great Eatery,1000 Wilson Blvd,Arlington,VA,22209,(703) 527-2110,6.0,3.5,10.0,38.893953,-77.068836,Arlington County,US,[0.0]
325,IHOP,4400 St. Barnabas Rd,Temple Hills,MD,20748,(301) 423-4545,22.0,3.5,10.0,38.817263,-76.935795,Prince George's County,US,[0.0]
326,Duke’s Grocery,1513 17th St NW,Washington,DC,20036,(202) 733-5623,568.0,4.0,20.0,38.910196,-77.03815300000002,District of Columbia,US,[1.5909090909090908]
327,Samuel Beckett’s Irish Gastro Pub,2800 S Randolph St,Arlington,VA,22206,(703) 379-0122,238.0,3.5,20.0,38.840446,-77.089224,Arlington County,US,[0.0]
328,Le Pain Quotidien,10217 Old Georgetown Rd,Bethesda,MD,20814,(240) 752-8737,74.0,3.0,20.0,39.02261,-77.12343,Montgomery County,US,[0.0]
329,Trinity Deli,200 Michigan Ave NE,Washington,DC,20017,(202) 667-6886,24.0,3.5,10.0,38.9296,-77.00409499999998,District of Columbia,US,[0.0]
330,Eclectic Cafe,4058 Minnesota Ave NE,Washington,DC,20019,(202) 397-1095,1.0,1.0,,38.896969,-76.947855,District of Columbia,US,[0.0]
331,Cafe des Artistes,500 17th St NW,Washington,DC,20006,(202) 639-1786,6.0,3.0,20.0,38.895847,-77.03974000000002,District of Columbia,US,[1.5909090909090908]
332,El Mexireno Restaurant,5494 Saint Barnabas Rd,Oxon Hill,MD,20745,(301) 630-1200,33.0,4.5,10.0,38.806809,-76.995859,Prince George's County,US,[0.0]
333,Crystal City Sports Pub,529 23rd St S,Arlington,VA,22202,(571) 305-5229,398.0,3.5,20.0,38.853495,-77.05431800000002,Arlington County,US,[0.0]
334,Matchbox,1100 South Hayes St,Arlington,VA,22202,(703) 340-3884,50.0,3.5,20.0,38.863723,-77.060559,Arlington County,US,[0.0]
335,Silo,919 5th St NW,Washington,DC,20001,(202) 290-2233,214.0,3.5,20.0,38.901923,-77.01864300000003,District of Columbia,US,[0.0]
336,Paul Bakery & Café,801 Pennsylvania Ave NW,Washington,DC,20004,(202) 524-4500,448.0,3.5,20.0,38.89442800000001,-77.02350600000003,District of Columbia,US,[0.0]
337,Art and Soul,415 New Jersey Ave NW,Washington,DC,20001,(202) 854-0023,712.0,3.5,30.0,38.89539,-77.010684,District of Columbia,US,[0.0]
338,Yellow House,4011 Minnesota Ave NE,Washington,DC,20019,(202) 397-2266,7.0,2.0,,38.895437,-76.948635,District of Columbia,US,[0.0]
339,Cocorea Deli,7608 Fullerton Rd,Springfield,VA,22153,(703) 455-4141,24.0,4.5,10.0,38.742917,-77.203497,Fairfax County,US,[0.0]
